2026-04-30T16:03:24.374937302Z [inf]  .../node_modules/ccxt postinstall:                           Thanks for installing ccxt 🙏                         [0m

2026-04-30T16:03:24.37500922Z [inf]  .../node_modules/ccxt postinstall: [90m                 Please consider donating to our open collective                [0m

2026-04-30T16:03:24.37501611Z [inf]  .../node_modules/ccxt postinstall: [90m                        to help us maintain this package.                       [0m

2026-04-30T16:03:24.375410522Z [inf]  .../node_modules/ccxt postinstall: [33m              👉 Donate: https://opencollective.com/ccxt/donate 🎉              [0m

2026-04-30T16:03:24.384026783Z [inf]  .../node_modules/ccxt postinstall: Done

2026-04-30T16:03:25.016956599Z [inf]  .../node_modules/@reown/appkit postinstall$ node scripts/appkit-version-check.js

2026-04-30T16:03:25.236047505Z [inf]  .../node_modules/@reown/appkit postinstall: Checking project at: /app

2026-04-30T16:03:25.236282998Z [inf]  .../node_modules/@reown/appkit postinstall: Found project: Bicrypto

2026-04-30T16:03:25.236656529Z [inf]  .../node_modules/@reown/appkit postinstall: Found @reown/appkit packages: [ '@reown/appkit', '@reown/appkit-adapter-wagmi' ]

2026-04-30T16:03:25.237426874Z [inf]  .../node_modules/@reown/appkit postinstall: Installed @reown/appkit packages and versions:

2026-04-30T16:03:25.237714335Z [inf]  .../node_modules/@reown/appkit postinstall:   @reown/appkit: 1.8.15

2026-04-30T16:03:25.237879823Z [inf]  .../node_modules/@reown/appkit postinstall:   @reown/appkit-adapter-wagmi: 1.8.15

2026-04-30T16:03:25.238026333Z [inf]  .../node_modules/@reown/appkit postinstall: [32m✓ All @reown/appkit packages are in sync (1.8.15)[0m

2026-04-30T16:03:25.245287822Z [inf]  .../node_modules/@reown/appkit postinstall: Done

2026-04-30T16:03:25.774919513Z [inf]  
dependencies:
+ @google-cloud/translate 9.3.0
+ @reown/appkit 1.8.15
+ @reown/appkit-adapter-wagmi 1.8.15
+ @tanstack/react-query 5.90.21
+ @vitalets/google-translate-api 9.2.1
+ ccxt 4.5.43
+ dotenv 16.6.1
+ jose 5.10.0
+ mysql2 3.19.1
+ pm2 5.4.3
+ tonweb 0.0.66
+ viem 2.47.4
+ wagmi 2.19.5
+ web-push 3.6.7

devDependencies:
+ @babel/generator 7.29.1
+ @babel/parser 7.29.0
+ @babel/traverse 7.29.0
+ @babel/types 7.29.0
+ @eslint/js 9.39.4
+ @next/eslint-plugin-next 15.5.12
+ @tailwindcss/oxide-win32-x64-msvc 4.1.18
+ @types/jest 29.5.14
+ @types/lodash 4.17.24
+ @types/node 22.19.15
+ @typescript-eslint/eslint-plugin 8.0.0-alpha.26
+ @typescript-eslint/parser 8.0.0-alpha.26
+ concurrently 7.6.0
+ cross-env 10.1.0
+ eslint 9.39.4
+ eslint-config-prettier 9.1.2
+ eslint-plugin-import 2.32.0
+ eslint-plugin-prettier 5.5.5
+ eslint-plugin-react 7.37.5
+ eslint-plugin-react-hooks 7.0.1
+ eslint-plugin-unused-imports 4.4.1
+ ethers 6.16.0
+ fast-glob 3.3.3
+ globals 15.15.0
+ prettier 3.8.1
+ prettier-plugin-tailwindcss 0.6.14
+ ts-jest 29.4.6
+ typescript 5.9.3
+ typescript-eslint 8.57.0

The following dependencies have build scripts that were ignored: argon2, bcrypt, bigint-buffer, esbuild, msgpackr-extract, zeromq
To allow the execution of build scripts for these packages, add their names to "pnpm.onlyBuiltDependencies" in your "package.json", then run "pnpm rebuild"


2026-04-30T16:03:26.100532329Z [inf]  Done in 40.6s using pnpm v9.15.9

2026-04-30T16:03:29.308547871Z [inf]  [stage-0  6/11] RUN --mount=type=cache,id=s/3d7184fa-588b-4c8d-8e33-415251691928-/root/local/share/pnpm/store/v3,target=/root/.local/share/pnpm/store/v3 pnpm install --no-frozen-lockfile --prefer-offline
2026-04-30T16:03:29.556756212Z [inf]  [stage-0  7/11] COPY . /app/.
2026-04-30T16:04:02.195468277Z [inf]  [stage-0  7/11] COPY . /app/.
2026-04-30T16:04:05.876210766Z [inf]  [stage-0  8/11] RUN --mount=type=cache,id=s/3d7184fa-588b-4c8d-8e33-415251691928-frontend/next/cache,target=/app/frontend/.next/cache --mount=type=cache,id=s/3d7184fa-588b-4c8d-8e33-415251691928-node_modules/cache,target=/app/node_modules/.cache pnpm build:i18n || true
2026-04-30T16:04:11.185630345Z [inf]  
> Bicrypto@6.3.0 build:i18n /app
> node frontend/i18n/scripts/generate-i18n-manifest.js


2026-04-30T16:04:11.279770016Z [inf]  🌐 Generating i18n manifest...


2026-04-30T16:04:11.309525527Z [inf]  Found 366 pages

🔍 Validating i18n usage...


2026-04-30T16:04:11.388612785Z [inf]  ✓ No i18n validation issues found.


2026-04-30T16:04:12.268118584Z [inf]  Loaded 90 locales


2026-04-30T16:04:12.269523091Z [inf]  Processing: /admin/blog/author [admin]

2026-04-30T16:04:12.271705594Z [inf]    → 34 page keys, menu: menu-admin

2026-04-30T16:04:12.279602245Z [inf]  Processing: /admin/blog/category [admin]

2026-04-30T16:04:12.280284258Z [inf]    → 21 page keys, menu: menu-admin

2026-04-30T16:04:12.28608069Z [inf]  Processing: /admin/blog/comment [admin]

2026-04-30T16:04:12.286562533Z [inf]    → 44 page keys, menu: menu-admin

2026-04-30T16:04:12.293808228Z [inf]  Processing: /admin/blog [admin]

2026-04-30T16:04:12.294531804Z [inf]    → 24 page keys, menu: menu-admin

2026-04-30T16:04:12.299960304Z [inf]  Processing: /admin/blog/post [admin]

2026-04-30T16:04:12.300453794Z [inf]    → 53 page keys, menu: menu-admin

2026-04-30T16:04:12.308269404Z [inf]  Processing: /admin/blog/settings [admin]

2026-04-30T16:04:12.308677476Z [inf]    → 2 page keys, menu: menu-admin

2026-04-30T16:04:12.316624654Z [inf]  Processing: /admin/blog/tag [admin]
  → 32 page keys, menu: menu-admin

2026-04-30T16:04:12.330803396Z [inf]  Processing: /blog/[slug] [user]

2026-04-30T16:04:12.331555754Z [inf]    → 14 page keys, menu: menu-user

2026-04-30T16:04:12.337143944Z [inf]  Processing: /blog/author/[id] [user]

2026-04-30T16:04:12.337649332Z [inf]    → 6 page keys, menu: menu-user

2026-04-30T16:04:12.342398524Z [inf]  Processing: /blog/author/apply [user]

2026-04-30T16:04:12.343157242Z [inf]    → 91 page keys, menu: menu-user
